"Nom_com";"id_insee";"annee";"PO";"LP";"LH";"LC";"Autres";"totalRP";"PO_coll";"LP_coll";"LH_coll";"LC_coll";"Autres_coll";"total_RP_coll";"PO_ind";"LP_ind";"LH_ind";"LC_ind";"Autres_ind";"total_RP_ind";"PO_1_piece";"LP_1_piece";"LH_1_piece";"LC_1_piece";"Autres_1_piece";"total_RP_1_piece";"PO_2_pieces";"LP_2_pieces";"LH_2_pieces";"LC_2_pieces";"Autres_2_pieces";"total_RP_2_pieces";"PO_3_pieces";"LP_3_pieces";"LH_3_pieces";"LC_3_pieces";"Autres_3_pieces";"total_RP_3_pieces";"PO_4_pieces";"LP_4_pieces";"LH_4_pieces";"LC_4_pieces";"Autres_4_pieces";"total_RP_4_pieces";"PO_5_pieces";"LP_5_pieces";"LH_5_pieces";"LC_5_pieces";"Autres_5_pieces";"total_RP_5_pieces";"PO_6et+_pieces";"LP_6et+_pieces";"LH_6et+_pieces";"LC_6et+_pieces";"Autres_6et+_pieces";"total_RP_6et+_pieces";"PO_nbpi_ecart_type";"LP_nbpi_ecart_type";"LH_nbpi_ecart_type";"LC_nbpi_ecart_type";"Autres_nbpi_ecart_type";"total_RP_nbpi_ecart_type";"PO_nbpi_moyenne";"LP_nbpi_moyenne";"LH_nbpi_moyenne";"LC_nbpi_moyenne";"Autres_nbpi_moyenne";"total_RP_nbpi_moyenne";"PO_nbpi_mediane";"LP_nbpi_mediane";"LH_nbpi_mediane";"LC_nbpi_mediane";"Autres_nbpi_mediane";"total_RP_nbpi_mediane";"PO_<9m²";"LP_<9m²";"LH_<9m²";"LC_<9m²";"Autres_<9m²";"total_RP_<9m²";"PO_10-20m²";"LP_10-20m²";"LH_10-20m²";"LC_10-20m²";"Autres_10-20m²";"total_RP_10-20m²";"PO_20-35m²";"LP_20-35m²";"LH_20-35m²";"LC_20-35m²";"Autres_20-35m²";"total_RP_20-35m²";"PO_35-54m²";"LP_35-54m²";"LH_35-54m²";"LC_35-54m²";"Autres_35-54m²";"total_RP_35-54m²";"PO_55-74m²";"LP_55-74m²";"LH_55-74m²";"LC_55-74m²";"Autres_55-74m²";"total_RP_55-74m²";"PO_75-94m²";"LP_75-94m²";"LH_75-94m²";"LC_75-94m²";"Autres_75-94m²";"total_RP_75-94m²";"PO_>94m²";"LP_>94m²";"LH_>94m²";"LC_>94m²";"Autres_>94m²";"total_RP_>94m²";"PO_surfh_ecart_type";"LP_surfh_ecart_type";"LH_surfh_ecart_type";"LC_surfh_ecart_type";"Autres_surfh_ecart_type";"total_RP_surfh_ecart_type";"PO_surfh_moyenne";"LP_surfh_moyenne";"LH_surfh_moyenne";"LC_surfh_moyenne";"Autres_surfh_moyenne";"total_RP_surfh_moyenne";"PO_surfh_mediane";"LP_surfh_mediane";"LH_surfh_mediane";"LC_surfh_mediane";"Autres_surfh_mediane";"total_RP_surfh_mediane";"PO_<1915";"LP_<1915";"LH_<1915";"LC_<1915";"Autres_<1915";"total_RP_<1915";"PO_1915-1948";"LP_1915-1948";"LH_1915-1948";"LC_1915-1948";"Autres_1915-1948";"total_RP_1915-1948";"PO_1949-1967";"LP_1949-1967";"LH_1949-1967";"LC_1949-1967";"Autres_1949-1967";"total_RP_1949-1967";"PO_1968-1974";"LP_1968-1974";"LH_1968-1974";"LC_1968-1974";"Autres_1968-1974";"total_RP_1968-1974";"PO_1975-1981";"LP_1975-1981";"LH_1975-1981";"LC_1975-1981";"Autres_1975-1981";"total_RP_1975-1981";"PO_1982-1989";"LP_1982-1989";"LH_1982-1989";"LC_1982-1989";"Autres_1982-1989";"total_RP_1982-1989";"PO_1990-1998";"LP_1990-1998";"LH_1990-1998";"LC_1990-1998";"Autres_1990-1998";"total_RP_1990-1998";"PO_>1998";"LP_>1998";"LH_>1998";"LC_>1998";"Autres_>1998";"total_RP_>1998";"PO_acons_ecart_type";"LP_acons_ecart_type";"LH_acons_ecart_type";"LC_acons_ecart_type";"Autres_acons_ecart_type";"total_RP_acons_ecart_type";"PO_acons_moyenne";"LP_acons_moyenne";"LH_acons_moyenne";"LC_acons_moyenne";"Autres_acons_moyenne";"total_RP_acons_moyenne";"PO_acons_mediane";"LP_acons_mediane";"LH_acons_mediane";"LC_acons_mediane";"Autres_acons_mediane";"total_RP_acons_mediane";"PO_ss_conf";"LP_ss_conf";"LH_ss_conf";"LC_ss_conf";"Autres_ss_conf";"total_RP_ss_conf";"PO_conf_partiel";"LP_conf_partiel";"LH_conf_partiel";"LC_conf_partiel";"Autres_conf_partiel";"total_RP_conf_partiel";"PO_tout_conf";"LP_tout_conf";"LH_tout_conf";"LC_tout_conf";"Autres_tout_conf";"total_RP_tout_conf";"PO_cc_1-4";"LP_cc_1-4";"LH_cc_1-4";"LC_cc_1-4";"Autres_cc_1-4";"total_RP_cc_1-4";"PO_cc_5";"LP_cc_5";"LH_cc_5";"LC_cc_5";"Autres_cc_5";"total_RP_cc_5";"PO_cc_6";"LP_cc_6";"LH_cc_6";"LC_cc_6";"Autres_cc_6";"total_RP_cc_6";"PO_cc7-8";"LP_cc7-8";"LH_cc7-8";"LC_cc7-8";"Autres_cc7-8";"total_RP_cc7-8"
"Palneca";"2A200";2019;"37";"s";"0";"s";"s";57;"s";"s";"0";"s";"s";"29";"s";"s";"0";"s";"s";"28";"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"s";"12";"s";"s";"0";"s";"s";"17";"s";"s";"0";"0";"s";"15";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"1";"s";".";"s";"s";1;"3";"s";".";"s";"s";"3";"3";"s";".";"s";"s";3;"0";"0";"0";0;0;"0";"0";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"s";"s";"s";"s";"0";"0";"s";"0";"17";"s";"s";"0";"0";"s";"13";"s";"s";"0";"0";"s";"s";"24";"s";".";"s";"s";26;"64";"s";".";"s";"s";62;"64";"s";".";"s";"s";64;"s";"s";"0";"s";"s";"17";"s";"s";"0";"s";"0";"13";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"53";"s";".";"s";"s";64;"1942";"s";".";"s";"s";1927;"1960";"s";".";"s";"s";1936;"s";"s";"0";"0";"s";"s";"s";"s";"0";"s";"s";"39";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";"21";"s";"s";"0";"s";"s";"22";"s";"s";"0";"s";"s";"14"
"Partinello";"2A203";2019;"40";"s";"0";"0";"s";53;"s";"s";"0";"0";"s";"22";"s";"s";"0";"0";"s";"31";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"17";"s";"s";"0";"0";"0";"14";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"1";"s";".";".";"s";1;"3";"s";".";".";"s";"3";"2";"s";".";".";"s";3;"0";"0";"0";0;0;"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"12";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"12";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"37";"s";".";".";"s";35;"56";"s";".";".";"s";58;"52";"s";".";".";"s";60;"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"11";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"s";"0";"0";"0";"s";"44";"s";".";".";"s";52;"1957";"s";".";".";"s";1951;"1973";"s";".";".";"s";1972;"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"33";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"17";"s";"s";"0";"0";"s";"20";"s";"s";"0";"0";"0";"16"
"Pastricciola";"2A204";2019;"30";"s";"0";"s";"16";58;"11";"s";"0";"s";"s";"25";"19";"s";"0";"s";"s";"33";"s";"s";"0";"0";"s";"14";"s";"s";"0";"0";"s";"11";"s";"s";"0";"s";"s";"12";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"2";"s";".";"s";"2";2;"3";"s";".";"s";"3";"3";"3";"s";".";"s";"4";3;"s";"0";"0";0;0;"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"12";"s";"s";"0";"0";"s";"s";"s";"0";"0";"s";"s";"11";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"50";"s";".";"s";"27";43;"63";"s";".";"s";"44";56;"52";"s";".";"s";"37";51;"19";"s";"0";"0";"s";"34";"s";"s";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"84";"s";".";"s";"66";75;"1882";"s";".";"s";"1875";1884;"1895";"s";".";"s";"1880";1903;"13";"s";"0";"0";"s";"30";"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"s";"s";"s";"15";"s";"0";"0";"s";"33"
"Peri";"2A209";2019;"546";"143";"0";"s";"s";739;"74";"s";"0";"s";"s";"165";"472";"s";"0";"s";"s";"574";"s";"23";"0";"0";"s";"61";"45";"s";"0";"0";"s";"93";"86";"s";"0";"s";"s";"134";"216";"31";"0";"0";"13";"260";"128";"s";"0";"0";"s";"146";"s";"s";"0";"0";"0";"45";"1";"1";".";"s";"s";1;"4";"3";".";"s";"s";"4";"4";"3";".";"s";"s";4;"0";"0";"0";0;0;"0";"s";"s";"0";"0";"s";"s";"s";"27";"0";"0";"s";"s";"s";"38";"0";"0";"s";"70";"49";"24";"0";"s";"s";"85";"75";"s";"0";"0";"s";"105";"367";"30";"0";"0";"12";"409";"40";"35";".";"s";"s";43;"107";"67";".";"s";"s";97;"110";"58";".";"s";"s";100;"58";"31";"0";"s";"s";"100";"s";"s";"0";"0";"s";"29";"s";"s";"0";"0";"s";"23";"s";"s";"0";"0";"s";"28";"59";"s";"0";"0";"s";"76";"s";"s";"0";"0";"s";"102";"63";"s";"0";"0";"s";"80";"221";"66";"0";"0";"13";"300";"47";"58";".";"s";"s";50;"1978";"1966";".";"s";"s";1975;"1991";"1994";".";"s";"s";1991;"s";"s";"0";"s";"s";"31";"332";"71";"0";"0";"26";"429";"s";"s";"0";"0";"s";"279";"s";"s";"0";"0";"0";"95";"387";"103";"0";"0";"33";"523";"57";"s";"0";"0";"s";"96";"s";"s";"0";"s";"s";"25"
"Petreto-Bicchisano";"2A211";2019;"194";"80";"0";"s";"s";299;"73";"s";"0";"s";"s";"140";"121";"s";"0";"s";"s";"159";"15";"s";"0";"0";"s";"30";"s";"24";"0";"0";"s";"49";"54";"s";"0";"s";"s";"90";"66";"s";"0";"s";"s";"86";"s";"s";"0";"0";"0";"25";"s";"s";"0";"s";"s";"19";"1";"1";".";"s";"s";1;"4";"3";".";"s";"s";"3";"4";"3";".";"s";"s";3;"0";"0";"0";0;0;"0";"s";"s";"0";"0";"s";"14";"14";"s";"0";"0";"s";"25";"s";"23";"0";"0";"s";"49";"30";"s";"0";"0";"s";"56";"43";"s";"0";"s";"s";"67";"75";"s";"0";"s";"s";"88";"44";"32";".";"s";"s";42;"86";"65";".";"s";"s";79;"84";"59";".";"s";"s";75;"45";"35";"0";"s";"s";"91";"16";"s";"0";"0";"s";"27";"18";"s";"0";"s";"s";"30";"s";"s";"0";"0";"s";"27";"s";"s";"0";"0";"0";"31";"s";"s";"0";"0";"0";"36";"s";"s";"0";"0";"0";"15";"s";"s";"0";"0";"s";"37";"82";"58";".";"s";"s";76;"1944";"1927";".";"s";"s";1937;"1974";"1935";".";"s";"s";1967;"s";"s";"0";"0";"s";"37";"138";"59";"0";"s";"s";"219";"s";"s";"0";"0";"s";"43";"s";"0";"0";"0";"s";"11";"98";"s";"0";"s";"s";"130";"63";"38";"0";"s";"s";"114";"s";"s";"0";"0";"s";"44"
"Piana";"2A212";2019;"126";"52";"0";"11";"15";204;"56";"s";"0";"s";"s";"109";"70";"s";"0";"s";"s";"95";"s";"s";"0";"0";"s";"18";"25";"s";"0";"s";"s";"53";"39";"22";"0";"s";"s";"72";"s";"s";"0";"s";"s";"28";"s";"0";"0";"0";"s";"20";"s";"s";"0";"s";"s";"13";"2";"1";".";"1";"1";2;"3";"3";".";"3";"3";"3";"3";"3";".";"3";"3";3;"0";"0";"0";0;0;"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"34";"s";"0";"s";"s";"61";"21";"s";"0";"s";"s";"43";"s";"s";"0";"s";"s";"23";"s";"s";"0";"s";"s";"50";"51";"28";".";"19";"45";46;"81";"55";".";"71";"70";73;"70";"48";".";"63";"52";60;"59";"s";"0";"s";"s";"96";"s";"s";"0";"s";"0";"16";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"13";"s";"0";"0";"s";"24";"s";"s";"0";"0";"s";"17";"s";"s";"0";"s";"0";"25";"98";"84";".";"66";"79";92;"1902";"1887";".";"1922";"1911";1900;"1958";"1900";".";"1934";"1956";1930;"s";"s";"0";"0";"s";"14";"81";"36";"0";"s";"s";"136";"s";"s";"0";"s";"s";"54";"s";"0";"0";"0";"s";"s";"55";"15";"0";"s";"s";"84";"55";"s";"0";"s";"s";"100";"s";"s";"0";"0";"s";"s"
"Pianottoli-Caldarello";"2A215";2019;"236";"57";"s";"s";"30";347;"53";"s";"s";"s";"s";"93";"183";"s";"s";"s";"s";"254";"s";"s";"0";"0";"s";"35";"41";"s";"s";"0";"s";"66";"52";"s";"s";"0";"s";"92";"s";"s";"s";"s";"s";"88";"s";"s";"s";"0";"s";"s";"s";"s";"0";"0";"s";"s";"1";"1";"s";"s";"2";1;"3";"3";"s";"s";"4";"3";"3";"3";"s";"s";"3";3;"s";"0";"0";0;0;"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"s";"50";"34";"s";"s";"0";"s";"70";"s";"s";"s";"0";"s";"66";"s";"s";"s";"s";"s";"119";"52";"31";"s";"s";"57";49;"90";"63";"s";"s";"94";85;"88";"58";"s";"s";"83";80;"s";"s";"0";"0";"s";"66";"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"s";"37";"s";"s";"0";"0";"s";"30";"s";"s";"s";"0";"s";"54";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"109";"52";"58";"s";"s";"60";53;"1971";"1946";"s";"s";"1955";1967;"1986";"1971";"s";"s";"1984";1985;"s";"s";"0";"0";"s";"20";"161";"s";"0";"0";"s";"224";"s";"s";"s";"s";"s";"103";"s";"0";"0";"0";"s";"28";"150";"s";"s";"s";"15";"221";"57";"s";"0";"0";"s";"86";"s";"s";"0";"0";"s";"12"
"Pietrosella";"2A228";2019;"450";"101";"0";"s";"s";580;"61";"s";"0";"s";"s";"119";"389";"s";"0";"s";"s";"461";"s";"s";"0";"0";"s";"34";"45";"s";"0";"0";"s";"68";"88";"s";"0";"0";"s";"126";"135";"s";"0";"0";"s";"164";"96";"s";"0";"s";"0";"110";"s";"s";"0";"0";"s";"78";"2";"2";".";"s";"s";2;"4";"3";".";"s";"s";"4";"4";"3";".";"s";"s";4;"0";"0";"0";0;0;"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"50";"s";"0";"0";"s";"78";"s";"s";"0";"0";"s";"80";"s";"s";"0";"0";"s";"86";"280";"s";"0";"s";"s";"310";"56";"40";".";"s";"s";55;"115";"74";".";"s";"s";107;"110";"62";".";"s";"s";100;"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"54";"s";"0";"s";"s";"75";"99";"s";"0";"0";"s";"121";"88";"s";"0";"0";"s";"104";"s";"s";"0";"0";"s";"52";"116";"s";"0";"0";"s";"162";"31";"32";".";"s";"s";30;"1983";"1986";".";"s";"s";1983;"1982";"1990";".";"s";"s";1983;"s";"s";"0";"0";"0";"11";"275";"s";"0";"s";"s";"349";"s";"s";"0";"0";"s";"220";"s";"s";"0";"0";"s";"136";"289";"s";"0";"s";"s";"376";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s"
"Pila-Canale";"2A232";2019;"75";"30";"0";"s";"s";124;"25";"s";"0";"s";"s";"48";"50";"s";"0";"s";"s";"76";"s";"s";"0";"s";"s";"s";"s";"s";"0";"s";"s";"19";"22";"s";"0";"s";"s";"40";"s";"s";"0";"0";"s";"29";"s";"s";"0";"s";"s";"17";"s";"s";"0";"0";"s";"s";"1";"1";".";"s";"s";1;"3";"3";".";"s";"s";"3";"3";"3";".";"s";"s";3;"0";"0";"0";0;0;"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"s";"25";"16";"s";"0";"s";"s";"29";"s";"s";"0";"s";"s";"18";"25";"s";"0";"s";"s";"38";"40";"39";".";"s";"s";39;"79";"68";".";"s";"s";76;"72";"64";".";"s";"s";70;"35";"16";"0";"s";"s";"63";"s";"s";"0";"0";"s";"12";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"14";"s";"s";"0";"0";"0";"12";"82";"86";".";"s";"s";80;"1914";"1897";".";"s";"s";1910;"1930";"1900";".";"s";"s";1911;"s";"s";"0";"s";"s";"31";"43";"12";"0";"s";"s";"69";"s";"s";"0";"0";"0";"24";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";"34";"29";"11";"0";"s";"s";"52";"s";"s";"0";"s";"s";"38"
"Poggiolo";"2A240";2019;"s";"s";"0";"0";"s";33;"s";"s";"0";"0";"s";"13";"s";"s";"0";"0";"s";"20";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";".";".";"s";2;"s";"s";".";".";"s";"4";"s";"s";".";".";"s";4;"0";"0";"0";0;0;"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"12";"s";"s";".";".";"s";45;"s";"s";".";".";"s";91;"s";"s";".";".";"s";82;"s";"s";"0";"0";"s";"14";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";".";".";"s";71;"s";"s";".";".";"s";1924;"s";"s";".";".";"s";1936;"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s"
"Porto-Vecchio";"2A247";2019;"2849";"2105";"554";"s";"s";5907;"695";"1455";"s";"s";"s";"2908";"2154";"650";"s";"s";"s";"2999";"93";"176";"s";"0";"s";"292";"281";"551";"91";"0";"64";"987";"723";"897";"203";"s";"s";"1960";"1053";"404";"196";"s";"s";"1776";"473";"s";"s";"0";"42";"636";"226";"s";"0";"0";"s";"256";"1";"1";"1";"s";"s";1;"4";"3";"3";"s";"s";"3";"4";"3";"3";"s";"s";3;"0";"0";"0";0;0;"0";"19";"s";"0";"0";"s";"39";"100";"s";"0";"0";"s";"366";"262";"590";"s";"s";"s";"1050";"361";"608";"244";"s";"s";"1308";"512";"357";"154";"0";"84";"1107";"1595";"295";"s";"s";"119";"2037";"49";"30";"15";"s";"s";44;"106";"65";"67";"s";"s";86;"100";"60";"68";"s";"s";78;"94";"s";"0";"0";"s";"221";"50";"s";"0";"0";"s";"105";"145";"137";"0";"s";"s";"332";"189";"241";"s";"s";"s";"516";"293";"164";"s";"0";"s";"634";"420";"228";"128";"0";"75";"851";"458";"358";"0";"0";"46";"862";"1170";"818";"s";"0";"s";"2324";"35";"40";"18";"s";"s";37;"1988";"1984";"1996";"s";"s";1986;"1993";"1992";"1987";"s";"s";1992;"36";"s";"0";"0";"s";"71";"1557";"1174";"s";"s";"241";"3080";"1256";"s";"s";"s";"s";"2756";"725";"s";"0";"0";"s";"1003";"1856";"1461";"s";"s";"s";"4081";"223";"365";"s";"s";"74";"711";"45";"s";"0";"0";"s";"112"
"Propriano";"2A249";2019;"664";"536";"191";"s";"s";1478;"441";"s";"150";"s";"s";"1147";"223";"s";"41";"s";"s";"331";"s";"s";"s";"s";"s";"161";"125";"s";"s";"0";"s";"309";"221";"s";"101";"s";"s";"540";"192";"s";"47";"s";"s";"342";"s";"s";"s";"s";"13";"94";"s";"s";"0";"0";"0";"32";"1";"1";"1";"s";"s";1;"3";"3";"3";"s";"s";"3";"3";"3";"3";"s";"s";3;"0";"0";"0";0;0;"0";"s";"s";"0";"0";"s";"s";"s";"s";"s";"s";"s";"s";"s";"165";"28";"0";"s";"328";"119";"s";"81";"s";"s";"360";"141";"s";"59";"s";"s";"311";"230";"s";"s";"s";"s";"303";"42";"27";"19";"s";"s";36;"84";"59";"68";"s";"s";72;"80";"55";"69";"s";"s";69;"s";"61";"0";"s";"s";"135";"s";"s";"0";"s";"s";"s";"s";"s";"s";"0";"s";"s";"s";"s";"0";"s";"s";"152";"s";"s";"s";"0";"s";"s";"s";"s";"60";"s";"s";"217";"90";"s";"s";"0";"s";"168";"210";"s";"30";"0";"s";"416";"45";"42";"11";"s";"s";42;"1977";"1973";"1987";"s";"s";1976;"1985";"1982";"1987";"s";"s";1984;"s";"s";"0";"0";"s";"23";"s";"s";"48";"s";"s";"581";"s";"s";"143";"s";"s";"874";"s";"s";"0";"0";"s";"205";"497";"s";"s";"s";"s";"1102";"s";"s";"s";"s";"s";"148";"s";"s";"0";"s";"s";"23"
"Quasquara";"2A253";2019;"s";"s";"0";"s";"s";23;"s";"s";"0";"s";"s";"s";"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"s";".";"s";"s";2;"s";"s";".";"s";"s";"4";"s";"s";".";"s";"s";4;"0";"0";"0";0;0;"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"s";"s";"0";"0";"0";"s";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"s";".";"s";"s";44;"s";"s";".";"s";"s";74;"s";"s";".";"s";"s";72;"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";".";"s";"s";104;"s";"s";".";"s";"s";1884;"s";"s";".";"s";"s";1898;"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s"
"Quenza";"2A254";2019;"79";"s";"0";"s";"s";112;"32";"s";"0";"s";"s";"50";"47";"s";"0";"s";"s";"62";"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"s";"22";"21";"s";"0";"s";"s";"38";"s";"s";"0";"0";"0";"32";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"1";"s";".";"s";"s";2;"3";"s";".";"s";"s";"3";"3";"s";".";"s";"s";3;"0";"0";"0";0;0;"0";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"13";"s";"0";"s";"s";"29";"s";"s";"0";"0";"s";"17";"s";"s";"0";"0";"0";"29";"s";"0";"0";"0";"s";"25";"35";"s";".";"s";"s";38;"82";"s";".";"s";"s";75;"84";"s";".";"s";"s";72;"16";"s";"0";"0";"s";"32";"s";"s";"0";"0";"s";"13";"s";"s";"0";"s";"s";"20";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"11";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"16";"43";"s";".";"s";"s";57;"1957";"s";".";"s";"s";1945;"1969";"s";".";"s";"s";1958;"s";"s";"0";"0";"s";"s";"66";"s";"0";"s";"s";"91";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"0";"54";"17";"s";"0";"s";"s";"35";"s";"s";"0";"0";"s";"s"
"Renno";"2A258";2019;"32";"s";"0";"s";"s";43;"s";"s";"0";"s";"s";"18";"s";"s";"0";"s";"s";"25";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"11";"s";"s";"0";"s";"s";"12";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"1";"s";".";"s";"s";1;"3";"s";".";"s";"s";"3";"3";"s";".";"s";"s";3;"0";"0";"0";0;0;"0";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";"s";"s";"s";"0";"s";"s";"16";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"40";"s";".";"s";"s";41;"70";"s";".";"s";"s";65;"57";"s";".";"s";"s";50;"s";"s";"0";"s";"s";"28";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"115";"s";".";"s";"s";123;"1875";"s";".";"s";"s";1852;"1875";"s";".";"s";"s";1862;"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"s";"26";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"27";"s";"s";"0";"s";"0";"s"
